t_dat,customer_id,article_id,price
2020-09-16,009036de9af83a9007908591e2c6e551860e0474e5b823db8a86eb700c4e38f9,0866731001,0.022864406779661
2020-09-16,009036de9af83a9007908591e2c6e551860e0474e5b823db8a86eb700c4e38f9,0915529003,0.0304915254237288
2020-09-16,009ba3da91cf2c0d144a981696dc5560710dc2d3ed2bb57896f7adf85b12bdfc,0751471001,0.0338813559322033
2020-09-16,010b745aaa3cfb46b377eaad1a4573d7c8fd54df8336e1170bdf6ffec43fa2cf,0751471001,0.0338813559322033
2020-09-16,0141c92149176273ec7f11748d37ff10a1f4c148078688c9c7b3941aa915a812,0751471001,0.0338813559322033
2020-09-16,021a6bbad6533243ff359c00c30c6a8a3a6786134eb9bd145472b83719596d4a,0923758001,0.0338813559322033
2020-09-16,021a6bbad6533243ff359c00c30c6a8a3a6786134eb9bd145472b83719596d4a,0924243001,0.0423559322033898
2020-09-16,02c861813f07bb15dce682f137a0a0c16490db30047704aea4d1d424bd892971,0762846027,0.0254067796610169
2020-09-16,02dd164d87472e7311cd12ea8df993b4a084ad528ed4afb6356fb3d4fbeea68f,0762846027,0.0186271186440677
2020-09-16,03a9200a89f4def2771e927d2646fa9af8a7bd9bc713a90bbdfcdecb7d0df780,0923758001,0.0338813559322033
2020-09-16,03a9200a89f4def2771e927d2646fa9af8a7bd9bc713a90bbdfcdecb7d0df780,0924243002,0.0423559322033898
2020-09-16,0456de572892d72d8bc5d366f9cdc6a2305552b38469182a1c94c04741cc4617,0924243001,0.0423559322033898
2020-09-16,04cd3027a6326d04d6a25c0cf6ffdbbfcfa3467f2a74873f6bdde193db653225,0924243001,0.0423559322033898
2020-09-16,04cd3027a6326d04d6a25c0cf6ffdbbfcfa3467f2a74873f6bdde193db653225,0924243002,0.0423559322033898
2020-09-16,04e905a29e3e5607ffaaa7e7af3c9738c86c63ddccdd805c2ab882442311d92a,0918522001,0.0423559322033898
2020-09-16,052151e087a8acc1fed5f4b9c45739324ddadb31180ba08cda51c333e3a348f4,0896169005,0.0508305084745762
2020-09-16,0525f326c71dae4ac6b3ce2906c20ff6bb9d5e45f7bf3fc26a9b1537888c67b4,0909370001,0.0271016949152542
2020-09-16,05a4413ae31dfa0dae40fa386f27d469d79fee09a6c2d275ad63c0612c4da721,0896169005,0.0508305084745762
2020-09-16,05a7131328374b26051ce885ff4243edfb7f0c31ea5a9e06d32a51e13826534c,0865799006,0.0338813559322033
2020-09-16,05cf8917789e889259e3ca2918b7cfff2b0080d970348ed30c38184ae7c891c2,0714790020,0.0440508474576271
2020-09-16,05f2a6e9550b624f47fd3d8fac1617cfae86dda5901160966ed45c1a25c9fd84,0909370001,0.0338813559322033
2020-09-16,05f86f4705e1fe94cc0fed558f895c3f2d445f442d2be85bcf6e78a338d2120e,0896169005,0.0508305084745762
2020-09-16,0619956f9280f25086469552ca5dcff2c06a7a77693e1858bff31f973198bab6,0924243001,0.0423559322033898
2020-09-16,0619956f9280f25086469552ca5dcff2c06a7a77693e1858bff31f973198bab6,0924243002,0.0423559322033898
2020-09-16,06254c23c9b0e3950d332fbcf121b1ee79201936f973de90442b34e73e5eaaad,0918292001,0.0423559322033898
2020-09-16,063f93d50787a0a63b2b1f2b85243490c3cb6aa8d4f96729ebcfbd2cb5a7a14a,0924243001,0.0423559322033898
2020-09-16,0642d196b9f51b388e037596e6339991c8901e4ede33894d3d18089a09f078b3,0918292001,0.0423559322033898
2020-09-16,064525714a66115cc305da3730b2a213305882900119939774ca938cfb973b09,0924243001,0.0423559322033898
2020-09-16,071f3325e262208d2f898dc5f1aae0152c172ba59bd0cfea337356cb0c93d539,0889550002,0.084728813559322
2020-09-16,071f3325e262208d2f898dc5f1aae0152c172ba59bd0cfea337356cb0c93d539,0935541001,0.0254067796610169
2020-09-16,07212de53a59bf0391b0d14aefd3cf25e3efb8f9b36aac49ab387b39593f54c3,0918522001,0.0423559322033898
2020-09-16,0757ee6af2be472e1c5c861becc2824886d83e95a9717c6fca74508ad3eef21f,0918522001,0.0338813559322033
2020-09-16,07a12cdfa7e68d94d6de7dfe083fb9f482ada6d7e23463d5d1a308d4c49e6f32,0924243001,0.0423559322033898
2020-09-16,07f4c16a563bf6c693a6c1976192322e75f006216c4e7e8450fb3ffcafe92cc1,0918522001,0.0317627118644067
2020-09-16,083dba1171d4e2daf99f091c5c752b74edb4f0e0edbcceeacffb122cb8e3e049,0448509014,0.0423559322033898
2020-09-16,085dde14ca9f53769c4ed3336a654815f5efba8a1530846185c6815e3e959ddd,0918522001,0.0423559322033898
2020-09-16,087bae90598e374c9e8400c52766671ca2711bf28088f7513ea7fc8456b82fac,0865799006,0.0338813559322033
2020-09-16,08f34773286a67812e724eb15c32ae8fcf6685558a7d1f33da32e0decbfb436d,0866731001,0.0254067796610169
2020-09-16,090575ed34054132d44166879934bcddca6e6765c690aadf3f82b38165807fe6,0919273002,0.036
2020-09-16,09555b781e768380c066b5fd0309274217fc8090a159c82e01f89311d3e1c4ce,0714790020,0.0508305084745762
2020-09-16,097c9ffa62a0a3054208906caee8df80ea5054b52b4bcb778b40647b462021cf,0714790020,0.0508305084745762
2020-09-16,09a8ef2ace44dd9868bc3edc51d39c98bf9c9b5087ca8ac7a057d179506f7e6a,0762846027,0.0254067796610169
2020-09-16,0a40b1bce66c2dc61331e64bf20e3eec008d9eb517184941a22125ce170b7a88,0923758001,0.0319491525423728
2020-09-16,0a40b1bce66c2dc61331e64bf20e3eec008d9eb517184941a22125ce170b7a88,0924243001,0.0399152542372881
2020-09-16,0a40b1bce66c2dc61331e64bf20e3eec008d9eb517184941a22125ce170b7a88,0924243002,0.0399491525423728
2020-09-16,0a6ece200580ca3ab90f329df680d144428bac2963841625f807614808369dd5,0915529003,0.0338813559322033
2020-09-16,0a994cf9c074e6f77dea5a3fad098ac8e75b1e630d7a0080ff1b70413976650e,0924243001,0.0423559322033898
2020-09-16,0a994cf9c074e6f77dea5a3fad098ac8e75b1e630d7a0080ff1b70413976650e,0924243002,0.0423559322033898
2020-09-16,0a9950c4948601bcf11a25daa2b61a3846a55154209a245d84d75220098db7d6,0918522001,0.0423559322033898
2020-09-16,0ae0591ccfb22724be8afef3e5b955e8e561886e9354fbe87591230de720fcd2,0751471001,0.0338813559322033
2020-09-16,0b42ce0412645b88867e9bd4b078ad0f15290691811342713047bbdc3a3c5108,0673677002,0.0254067796610169
2020-09-16,0bb6244a4efaed0303a7cfe18ffd69ffee81e70247693f900b8d9ec674e40473,0919273002,0.0423559322033898
2020-09-16,0cc6be2eaa1f04dd8d084c1b3d52ad979a9306bfdb3145004ecb1c0454291831,0865799006,0.0338813559322033
2020-09-16,0ce396962b9fb7160130101ec0cf994dd83dc0f851fcb304f42c68c8ad4eba31,0751471001,0.0337118644067796
2020-09-16,0ce396962b9fb7160130101ec0cf994dd83dc0f851fcb304f42c68c8ad4eba31,0762846027,0.0252881355932203
2020-09-16,0ce396962b9fb7160130101ec0cf994dd83dc0f851fcb304f42c68c8ad4eba31,0896169005,0.0505762711864406
2020-09-16,0d05467d154d1a0c6a2b9baa5534a248aaa06b976ab02c6b7b68cfda201aa72b,0924243002,0.0423559322033898
2020-09-16,0d372fed7927e036f7e5b09fbcff50f3fd0668041c9958c962a246accadcd844,0924243002,0.036
2020-09-16,0dcea3968ad443e76605f7fe324305d860f8528a6b72dbc6cb6c8612caf12c43,0924243002,0.0423559322033898
2020-09-16,0dd62b5c1f10e3628924afe77e26a4db5f4c799f4298e918f04b85ee4885feb8,0896169005,0.0508305084745762
2020-09-16,0dd79140fbf78645a428aed117df0f6207310ddcf7e332a27cd60cb3f89d52e1,0918522001,0.0423559322033898
2020-09-16,0dd79140fbf78645a428aed117df0f6207310ddcf7e332a27cd60cb3f89d52e1,0924243001,0.0423559322033898
2020-09-16,0e0e4dcb0352ecbca9c8be7dc64b2e18aab546e28b3ef633b522a4b395e6d4ba,0865799006,0.0311694915254237
2020-09-16,0e2c46eab089c08fbe5ff9a84d8ab5483c4ea7fbd7a82f84c643f47c61bbd46b,0751471001,0.0338813559322033
2020-09-16,0f7d002e6fa006af5eaf921241a20a945964e9eceb70b9ff568b3f206263aa01,0896169005,0.0508305084745762
2020-09-16,0f930a2e78b708b8f14b83cf7b12f80c0e161cee7654adf115f2333068ade66c,0909370001,0.0338813559322033
2020-09-16,0fda1b31fe1f56175768d7319345a9e619122f214656f1c1e96a2deb04508dce,0896169005,0.0508305084745762
2020-09-16,1010b34148ad755aa18a97d1d9aa654b80f8b69fd4f0eaf1e981e21617a103b9,0673677002,0.0254067796610169
2020-09-16,10600704e9a1bbd4abd166af5198da69194e116035abc4d940a4b8f8c4929e30,0762846027,0.024728813559322
2020-09-16,10a49acf930a6aa6f7f836beca88ce9d642a3e435c42cf430b7576dce89fad11,0918292001,0.0423559322033898
2020-09-16,10b2ef05cb2240b2e4a8a4899bebcf2cdf81c797b8fd80ab3e10bbbb9a06e4ab,0915529003,0.0338813559322033
2020-09-16,10b2ef05cb2240b2e4a8a4899bebcf2cdf81c797b8fd80ab3e10bbbb9a06e4ab,0915529005,0.0338813559322033
2020-09-16,10f2c6b8741d53a9c7cd7797c3582b052c38d8d120c50ab9fe3583c8b0144221,0924243001,0.0423559322033898
2020-09-16,11e8527aaf332fa5e578d2747468c2c44250fffb632acb86623cbf7d517ab35c,0918522001,0.0423559322033898
2020-09-16,124d75df06d0e9bf195699220a888c70c6ed98ff089f8d221ebfbeb0db08b8ac,0866731001,0.0254067796610169
2020-09-16,125b3404a750986b48b1fbaf01f8b36445a44fb7c64459fff31d789de71ceb9a,0924243001,0.0423559322033898
2020-09-16,126bf2eee9ac97da6d287ec497e526696c5d8d09ebcca7b67639f00e7246b095,0918522001,0.036
2020-09-16,12f0dba091395c0fcfc6740032ba03948bfc1fb9425cb78af15af2b7dab241fa,0762846027,0.0254067796610169
2020-09-16,12fb524c2564371ccde6f80cbda4a133c7721f76b5c35461b5f58e6c1ed775ec,0673677002,0.022864406779661
2020-09-16,133d584a843aa4c6b65df20dc628b7d2a4bf19de2f7bbb5c08c259d4b493b04f,0919273002,0.0423559322033898
2020-09-16,13729b13f7e792f0bb3f45316375cd8a99e7699955efc3a18d4d923a79d850de,0924243001,0.0423559322033898
2020-09-16,13ae91b324dcb44c9297e711966ac7eb1718837a78336dcf784e57e18e2373a1,0714790020,0.0440508474576271
2020-09-16,13b2589a8d38fce64ac1adc50f1e90fb5fe54b7b05a0d850c91e77809785e8cb,0919273002,0.0423559322033898
